Chrom	Start	End	cdsStart	cdsEnd	Strand	ensemblGeneID	ensemblTranscriptID	ensemblProteinID	Gene	GeneLength	cdsLength	Coding
chr21	45834472	45845155	45845155	45845155	-	ENSG00000230061	ENST00000423310		TRPM2	10683	0	Non-Coding
chr21	45870868	45875167	45875167	45875167	-	ENSG00000229356	ENST00000426578		LRRC3-AS1	4299	0	Non-Coding
chr21	45875368	45878739	45876527	45877301	+	ENSG00000160233	ENST00000291592	ENSP00000291592	LRRC3	3371	774	Coding
chr21	45917774	46131495	45919665	46131429	-	ENSG00000175894	ENST00000323084	ENSP00000321987	TSPEAR	213721	211764	Coding
chr21	45937098	45938639	45937676	45938592	+	ENSG00000182912	ENST00000330490	ENSP00000333592	C21orf90	1541	916	Coding
chr21	45958863	45960078	45959184	45960033	-	ENSG00000215455	ENST00000400375	ENSP00000383226	KRTAP10-1	1215	849	Coding
chr21	45970239	45971388	45970573	45971341	-	ENSG00000205445	ENST00000391621	ENSP00000375479	KRTAP10-2	1149	768	Coding
chr21	45977672	45978643	45977932	45978598	-	ENSG00000212935	ENST00000391620	ENSP00000375478	KRTAP10-3	971	666	Coding
chr21	45993605	45994987	45993635	45994841	+	ENSG00000215454	ENST00000400374	ENSP00000383225	KRTAP10-4	1382	1206	Coding
chr21	45999331	46000481	45999639	46000455	-	ENSG00000241123	ENST00000400372	ENSP00000383223	KRTAP10-5	1150	816	Coding
chr21	46011148	46012386	46011267	46012365	-	ENSG00000188155	ENST00000400368	ENSP00000383219	KRTAP10-6	1238	1098	Coding
chr21	46031995	46032871	46032017	46032797	+	ENSG00000187766	ENST00000334662	ENSP00000335565	KRTAP10-8	876	780	Coding
chr21	46047039	46048294	46047088	46047967	+	ENSG00000221837	ENST00000397911	ENSP00000381009	KRTAP10-9	1255	879	Coding
chr21	46057272	46058370	46057334	46058090	+	ENSG00000221859	ENST00000380095	ENSP00000369438	KRTAP10-10	1098	756	Coding
chr21	46066330	46067564	46066375	46067272	+	ENSG00000243489	ENST00000334670	ENSP00000334197	KRTAP10-11	1234	897	Coding
chr21	46074129	46074576	46074192	46074531	-	ENSG00000212933	ENST00000391618	ENSP00000375476	KRTAP12-4	447	339	Coding
chr21	46077848	46078258	46077896	46078187	+	ENSG00000205439	ENST00000397907	ENSP00000381005	KRTAP12-3	410	291	Coding
chr21	46086105	46086844	46086362	46086803	-	ENSG00000221864	ENST00000360770	ENSP00000354001	KRTAP12-2	739	441	Coding
chr21	46101490	46102078	46101747	46102038	-	ENSG00000187175	ENST00000391617	ENSP00000375475	KRTAP12-1	588	291	Coding
chr21	46117086	46117959	46117116	46117854	+	ENSG00000189169	ENST00000400365	ENSP00000383216	KRTAP10-12	873	738	Coding
chr21	46188954	46221934	46191291	46221663	-	ENSG00000184787	ENST00000345496	ENSP00000338348	UBE2G2	32980	30372	Coding
chr21	46225531	46238044	46226865	46237883	-	ENSG00000184900	ENST00000332859	ENSP00000330343	SUMO3	12513	11018	Coding
chr21	46269499	46293752	46271495	46293531	-	ENSG00000183255	ENST00000330938	ENSP00000328325	PTTG1IP	24253	22036	Coding
chr21	46305867	46348788	46306282	46330697	-	ENSG00000160255	ENST00000397850	ENSP00000380948	ITGB2	42921	24415	Coding
chr21	46340965	46349593	46349593	46349593	+	ENSG00000227039	ENST00000441379		ITGB2-AS1	8628	0	Non-Coding
chr21	46352728	46359828	46354128	46359582	-	ENSG00000183250	ENST00000397841	ENSP00000380941	C21orf67	7100	5454	Coding
chr21	46359924	46396904	46359972	46396718	+	ENSG00000160256	ENST00000291634	ENSP00000291634	FAM207A	36980	36746	Coding
chr21	46409778	46414001	46414001	46414001	-	ENSG00000234880	ENST00000434081		LINC00163	4223	0	Non-Coding
chr21	46419121	46424642	46424642	46424642	-	ENSG00000224930	ENST00000422199		LINC00162	5521	0	Non-Coding
chr21	46491742	46492154	46492154	46492154	-	ENSG00000235374	ENST00000415143		SSR4P1	412	0	Non-Coding
chr21	46494492	46646478	46591571	46642112	+	ENSG00000197381	ENST00000539173	ENSP00000441897	ADARB1	151986	50541	Coding
chr21	46654266	46678645	46678645	46678645	+	ENSG00000182586	ENST00000328344		C21orf89	24379	0	Non-Coding
chr21	46683842	46707813	46686135	46707786	-	ENSG00000186866	ENST00000334538	ENSP00000335427	POFUT2	23971	21651	Coding
chr21	46707976	46711653	46711653	46711653	+	ENSG00000215447	ENST00000400362		LOC642852	3677	0	Non-Coding
chr21	46825051	46933634	46825145	46932312	+	ENSG00000182871	ENST00000400337	ENSP00000383191	COL18A1	108583	107167	Coding
chr21	46827300	46829980	46829980	46829980	-	ENSG00000224574	ENST00000446475		COL18A1-AS2	2680	0	Non-Coding
chr21	46839630	46844985	46844985	46844985	-	ENSG00000183535	ENST00000485206		COL18A1-AS1	5355	0	Non-Coding
chr21	46918114	46964325	46918181	46957873	-	ENSG00000173638	ENST00000567670	ENSP00000457278	SLC19A1	46211	39692	Coding
chr21	47063607	47362368	47269999	47361620	+	ENSG00000183570	ENST00000400314	ENSP00000383168	PCBP3	298761	91621	Coding
chr21	47247874	47256333	47256333	47256333	-	ENSG00000205424	ENST00000380008		LOC100129027	8459	0	Non-Coding
chr21	47401650	47424964	47401764	47423927	+	ENSG00000142156	ENST00000361866	ENSP00000355180	COL6A1	23314	22163	Coding
chr21	47518010	47552763	47531390	47552466	+	ENSG00000142173	ENST00000300527	ENSP00000300527	COL6A2	34753	21076	Coding
chr21	47556175	47575481	47556900	47575437	-	ENSG00000160282	ENST00000291670	ENSP00000291670	FTCD	19306	18537	Coding
chr21	47581061	47604390	47581292	47588303	-	ENSG00000160284	ENST00000330205	ENSP00000333869	SPATC1L	23329	7011	Coding
chr21	47608359	47648738	47611017	47648659	-	ENSG00000160285	ENST00000397728	ENSP00000380837	LSS	40379	37642	Coding
chr21	47649144	47671615	47671615	47671615	+	ENSG00000215424	ENST00000414659		MCM3AP-AS1	22471	0	Non-Coding
chr21	47655046	47706211	47655181	47705200	-	ENSG00000160294	ENST00000397708	ENSP00000380820	MCM3AP_var1	51165	50019	Coding
chr21	47706250	47717665	47706827	47717548	+	ENSG00000182362	ENST00000397701	ENSP00000380813	YBEY	11415	10721	Coding
chr21	47721043	47743789	47721912	47742652	-	ENSG00000160298	ENST00000291691	ENSP00000291691	C21orf58	22746	20740	Coding
chr21	47744035	47865682	47744142	47865240	+	ENSG00000160299	ENST00000359568	ENSP00000352572	PCNT	121647	121098	Coding
chr21	47878861	47989926	47879044	47987535	+	ENSG00000160305	ENST00000318711	ENSP00000323633	DIP2A	111065	108491	Coding
chr21	47882383	47889219	47889219	47889219	+	ENSG00000223692	ENST00000442434		DIP2A-IT1	6836	0	Non-Coding
chr21	47955708	47956003	47956003	47956003	+	ENSG00000272283	ENST00000607098		Metazoa_SRP	295	0	Non-Coding
chr21	48018874	48025121	48019275	48022328	-	ENSG00000160307	ENST00000291700	ENSP00000291700	S100B	6247	3053	Coding
chr21	48055078	48084863	48056863	48084239	+	ENSG00000160310	ENST00000355680	ENSP00000347906	PRMT2	29785	27376	Coding
chr22	16150254	16193000	16193000	16193000	-	ENSG00000206195	ENST00000437781		AK022914	42746	0	Non-Coding
chr22	16162065	16172700	16172700	16172700	+	ENSG00000232775	ENST00000440946		LINC00516	10635	0	Non-Coding
chr22	16179616	16181004	16181004	16181004	-	ENSG00000271127	ENST00000603308		BC017398	1388	0	Non-Coding
chr22	16255354	16256477	16256477	16256477	-	ENSG00000241838	ENST00000417657		P704P	1123	0	Non-Coding
chr22	16256440	16287937	16258185	16287885	-	ENSG00000198062	ENST00000343518	ENSP00000340610	POTEH	31497	29700	Coding
chr22	16274559	16278602	16278602	16278602	+	ENSG00000236666	ENST00000422014		P712P	4043	0	Non-Coding
chr22	16448823	16449805	16448823	16449804	-	ENSG00000130538	ENST00000252835	ENSP00000252835	OR11H1	982	981	Coding
chr22	17071666	17073700	17071766	17073440	-	ENSG00000198445	ENST00000359963	ENSP00000353048	CCT8L2	2034	1674	Coding
chr22	17082776	17179632	17179632	17179632	+	ENSG00000100181	ENST00000558085		TPTEP1	96856	0	Non-Coding
chr22	17134955	17156430	17156430	17156430	-	ENSG00000189295	ENST00000456726		ANKRD62P1-PARP4P3	21475	0	Non-Coding
chr22	17227758	17229535	17229535	17229535	-	ENSG00000235343	ENST00000422917		BC038197	1777	0	Non-Coding
chr22	17264301	17302589	17264508	17288963	-	ENSG00000172967	ENST00000331428	ENSP00000331704	XKR3	38288	24455	Coding
chr22	17308363	17310225	17310225	17310225	+	ENSG00000229027	ENST00000425038		HSFY1P1	1862	0	Non-Coding
chr22	17442825	17489112	17443622	17489004	-	ENSG00000215568	ENST00000400588	ENSP00000383431	GAB4	46287	45382	Coding
chr22	17517459	17539682	17539682	17539682	+	ENSG00000237438	ENST00000441006		CECR7	22223	0	Non-Coding
chr22	17565848	17596583	17565981	17590710	+	ENSG00000177663	ENST00000319363	ENSP00000320936	IL17RA	30735	24729	Coding
chr22	17597188	17602257	17600280	17600952	-	ENSG00000183307	ENST00000399875	ENSP00000382764	CECR6	5069	672	Coding
chr22	17602484	17612994	17602818	17611344	+	ENSG00000235478	ENST00000441544	ENSP00000394032	BC021738	10510	8526	Coding
chr22	17618400	17646177	17618910	17646134	-	ENSG00000069998	ENST00000155674	ENSP00000155674	CECR5	27777	27224	Coding
chr22	17640273	17646329	17646329	17646329	+	ENSG00000185837	ENST00000329743		CECR5-AS1	6056	0	Non-Coding
chr22	17660193	17702879	17662372	17690567	-	ENSG00000093072	ENST00000399839	ENSP00000382733	CECR1	42686	28195	Coding
chr22	17737748	17747623	17747623	17747623	-	ENSG00000241832	ENST00000428828		CECR3	9875	0	Non-Coding
chr22	17840836	18018834	17956629	18018834	+	ENSG00000099954	ENST00000342247	ENSP00000341219	CECR2	177998	62205	Coding
chr22	18043138	18073760	18062710	18073002	+	ENSG00000182902	ENST00000327451	ENSP00000329033	SLC25A18	30622	10292	Coding
chr22	18074901	18111584	18075439	18111401	-	ENSG00000131100	ENST00000253413	ENSP00000253413	ATP6V1E1	36683	35962	Coding
chr22	18121576	18213388	18138477	18209572	+	ENSG00000099968	ENST00000355028	ENSP00000347133	BCL2L13	91812	71095	Coding
chr22	18216907	18257258	18218345	18222189	-	ENSG00000015475	ENST00000399767	ENSP00000382669	BID	40351	3844	Coding
chr22	18246945	18247025	18247025	18247025	-	ENSG00000264757	ENST00000583102		MIR3198-1	80	0	Non-Coding
chr22	18270414	18507325	18273497	18389578	-	ENSG00000243156	ENST00000441493	ENSP00000416015	MICAL3	236911	116081	Coding
chr22	18463633	18463727	18463727	18463727	-	ENSG00000207780	ENST00000385046		MIR648	94	0	Non-Coding
chr22	18512150	18520734	18520734	18520734	+	ENSG00000235295	ENST00000443243		FLJ41941	8584	0	Non-Coding
chr22	18559951	18561650	18561650	18561650	-	ENSG00000225335	ENST00000607927		Em:AC008101.5	1699	0	Non-Coding
chr22	18560688	18588162	18561142	18570841	+	ENSG00000215193	ENST00000329627	ENSP00000331106	PEX26	27474	9699	Coding
chr22	18593558	18614498	18593631	18613903	+	ENSG00000183785	ENST00000330423	ENSP00000333326	TUBA8	20940	20272	Coding
chr22	18632665	18660164	18640430	18659584	+	ENSG00000184979	ENST00000215794	ENSP00000215794	USP18	27499	19154	Coding
chr22	18660804	18688682	18688682	18688682	-	ENSG00000187979	ENST00000434390		AK129567	27878	0	Non-Coding
chr22	18721426	18745407	18721539	18739404	+	ENSG00000182824	ENST00000342888	ENSP00000341237	AK302545	23981	17865	Coding
chr22	18761177	18792992	18792992	18792992	-	ENSG00000197421	ENST00000412448		GGT3P	31815	0	Non-Coding
chr22	18837630	18848562	18848562	18848562	+	ENSG00000161103	ENST00000412938		BC051721	10932	0	Non-Coding
chr22	18893540	18899601	18898436	18899202	+	ENSG00000183628	ENST00000413981	ENSP00000402409	DGCR6	6061	766	Coding
chr22	18900294	18924066	18900687	18923800	-	ENSG00000100033	ENST00000357068	ENSP00000349577	PRODH	23772	23113	Coding
chr22	18958037	19018755	19018755	19018755	+	ENSG00000237517	ENST00000440005		DGCR5	60718	0	Non-Coding
chr22	19005346	19007761	19007761	19007761	+	ENSG00000273032	ENST00000609630		DGCR9	2415	0	Non-Coding
chr22	19010568	19011063	19011063	19011063	+	ENSG00000273164	ENST00000609839		DGCR10	495	0	Non-Coding
chr22	19023794	19109967	19026377	19109719	-	ENSG00000070413	ENST00000537045	ENSP00000440062	DGCR2	86173	83342	Coding
chr22	19032768	19032880	19032880	19032880	+	ENSG00000206739	ENST00000384012		Y_RNA	112	0	Non-Coding
chr22	19033674	19035888	19035888	19035888	-	ENSG00000273311	ENST00000609958		DGCR11	2214	0	Non-Coding
chr22	19117791	19132197	19121708	19132153	-	ENSG00000100056	ENST00000252137	ENSP00000252137	DGCR14	14406	10445	Coding
chr22	19118320	19120134	19118912	19119989	+	ENSG00000206203	ENST00000399635	ENSP00000382544	TSSK2	1814	1077	Coding
chr22	19136088	19137796	19136503	19137796	-	ENSG00000063515	ENST00000086933	ENSP00000086933	GSC2	1708	1293	Coding
chr22	19163094	19166343	19163642	19166186	-	ENSG00000100075	ENST00000215882	ENSP00000215882	SLC25A1	3249	2544	Coding
chr22	19166985	19279237	19167731	19279164	-	ENSG00000070371	ENST00000263200	ENSP00000445677	CLTCL1	112252	111433	Coding
chr22	19318220	19419256	19318962	19418999	-	ENSG00000100084	ENST00000263208	ENSP00000263208	HIRA	101036	100037	Coding
chr22	19338890	19435214	19396092	19435211	-	ENSG00000242259	ENST00000509549	ENSP00000424903	HIRA	96324	39119	Coding
chr22	19419424	19423598	19420077	19423485	+	ENSG00000185608	ENST00000333130	ENSP00000333401	MRPL40	4174	3408	Coding
chr22	19437432	19466738	19438192	19466608	-	ENSG00000070010	ENST00000263202	ENSP00000263202	UFD1L	29306	28416	Coding
chr22	19466981	19508135	19467491	19506431	+	ENSG00000093009	ENST00000407835	ENSP00000385240	CDC45	41154	38940	Coding
chr22	19510574	19512946	19511121	19512033	-	ENSG00000184113	ENST00000413119	ENSP00000400612	CLDN5	2372	912	Coding
chr22	19704742	19711739	19706260	19710007	+	ENSG00000184702	ENST00000455843	ENSP00000391731	SEPT5-GP1BB	6997	3747	Coding
chr22	19744225	19771116	19747166	19770545	+	ENSG00000184058	ENST00000359500	ENSP00000352483	TBX1	26891	23379	Coding
chr22	19770746	19842462	19776231	19808878	-	ENSG00000185838	ENST00000329517	ENSP00000331313	GNB1L	71716	32647	Coding
chr22	19833660	19842419	19838689	19839784	-	ENSG00000215012	ENST00000407472	ENSP00000386111	C22orf29	8759	1095	Coding
chr22	19863044	19929333	19864627	19929326	-	ENSG00000184470	ENST00000400521	ENSP00000383365	TXNRD2	66289	64699	Coding
chr22	19929129	19957498	19950049	19956259	+	ENSG00000093010	ENST00000361682	ENSP00000354511	COMT	28369	6210	Coding
chr22	19951275	19951357	19951357	19951357	+	ENSG00000265087	ENST00000585066		MIR4761	82	0	Non-Coding
chr22	19957418	20004331	19958750	19978317	-	ENSG00000099889	ENST00000263207	ENSP00000263207	ARVCF	46913	19567	Coding
chr22	20008594	20053449	20024321	20052185	+	ENSG00000183597	ENST00000398042	ENSP00000381122	TANGO2	44855	27864	Coding
chr22	20020661	20020743	20020743	20020743	+	ENSG00000208023	ENST00000385288		MIR185	82	0	Non-Coding
chr22	20067754	20099398	20073486	20097631	+	ENSG00000128191	ENST00000383024	ENSP00000372488	DGCR8	31644	24145	Coding
chr22	20073268	20073356	20073356	20073356	+	ENSG00000266567	ENST00000580330		MIR3618	88	0	Non-Coding
chr22	20073580	20073665	20073665	20073665	+	ENSG00000221366	ENST00000408439		MIR1306	85	0	Non-Coding
chr22	20099388	20104818	20100085	20104429	-	ENSG00000099899	ENST00000252136	ENSP00000252136	TRMT2A	5430	4344	Coding
chr22	20104946	20114878	20105172	20114575	+	ENSG00000099901	ENST00000402752	ENSP00000384925	RANBP1	9932	9403	Coding
chr22	20119329	20135530	20119470	20132923	+	ENSG00000099904	ENST00000334554	ENSP00000334490	ZDHHC8	16201	13453	Coding
chr22	20136108	20137426	20137426	20137426	-	ENSG00000234409	ENST00000444532		LOC388849	1318	0	Non-Coding
chr22	20186251	20192441	20192441	20192441	-	ENSG00000249923	ENST00000506039		LOC284865	6190	0	Non-Coding
chr22	20193919	20196047	20196047	20196047	+	ENSG00000236499	ENST00000609602		LINC00896	2128	0	Non-Coding
chr22	20228937	20256054	20229233	20255615	-	ENSG00000040608	ENST00000043402	ENSP00000043402	RTN4R	27117	26382	Coding
chr22	20236656	20236734	20236734	20236734	-	ENSG00000221039	ENST00000408112		MIR1286	78	0	Non-Coding
chr22	20287282	20300739	20300739	20300739	+	ENSG00000161132	ENST00000438948		KIAA1653	13457	0	Non-Coding
chr22	20301798	20307603	20302197	20307511	-	ENSG00000128185	ENST00000248879	ENSP00000248879	DGCR6L	5805	5314	Coding
chr22	20326327	20350457	20350457	20350457	+	ENSG00000188424	ENST00000454636		LOC729444	24130	0	Non-Coding
chr22	20377668	20378803	20378803	20378803	+	ENSG00000235704	ENST00000426653		TMEM191B	1135	0	Non-Coding
chr22	20387922	20427835	20427835	20427835	-	ENSG00000215513	ENST00000438765		PI4KAP1	39913	0	Non-Coding
chr22	20455668	20455969	20455969	20455969	-	ENSG00000199876	ENST00000363006		7SK	301	0	Non-Coding
chr22	20456002	20461786	20456381	20461301	-	ENSG00000196622	ENST00000426804	ENSP00000391564	RIMBP3	5784	4920	Coding
chr22	20632022	20656899	20656899	20656899	-	ENSG00000223579	ENST00000577456		AK302545	24877	0	Non-Coding
chr22	20692437	20716938	20692621	20710986	+	ENSG00000188280	ENST00000434783	ENSP00000463576	JX456220	24501	18365	Coding
chr22	20704867	20745048	20717916	20745048	-	ENSG00000161133	ENST00000454608	ENSP00000414922	USP41	40181	27132	Coding
chr22	20748692	20762745	20748918	20753974	+	ENSG00000185252	ENST00000437275	ENSP00000395437	ZNF74	14053	5056	Coding
chr22	20778873	20792112	20779664	20792041	-	ENSG00000244486	ENST00000405555	ENSP00000385589	SCARF2	13239	12377	Coding
chr22	20795805	20850170	20796359	20843498	-	ENSG00000099910	ENST00000328879	ENSP00000331682	KLHL22	54365	47139	Coding
chr22	20861871	20941906	20861965	20905723	+	ENSG00000099917	ENST00000433831	ENSP00000391108	MED15	80035	43758	Coding
chr22	20970516	21011201	21011201	21011201	-	ENSG00000223553	ENST00000443839		BC035867	40685	0	Non-Coding
chr22	21044318	21045605	21045605	21045605	+	ENSG00000217261	ENST00000412250		POM121L4P	1287	0	Non-Coding
chr22	21055401	21058894	21058894	21058894	+	ENSG00000226287	ENST00000450925		TMEM191A	3493	0	Non-Coding
chr22	21061978	21213100	21062334	21213013	-	ENSG00000241973	ENST00000255882	ENSP00000255882	PI4KA	151122	150679	Coding
chr22	21128166	21142008	21133600	21141354	+	ENSG00000099937	ENST00000215727	ENSP00000215727	SERPIND1	13842	7754	Coding
chr22	21213270	21245506	21213398	21242124	+	ENSG00000099940	ENST00000215730	ENSP00000215730	SNAP29	32236	28726	Coding
chr22	21271713	21308037	21272222	21304133	+	ENSG00000099942	ENST00000354336	ENSP00000346300	CRKL	36324	31911	Coding
chr22	21311379	21318967	21318967	21318967	+	ENSG00000237476	ENST00000444039		BC127858	7588	0	Non-Coding
chr22	21319395	21335649	21322232	21335320	+	ENSG00000183773	ENST00000399167	ENSP00000382120	AIFM3	16254	13088	Coding
chr22	21336301	21353327	21336660	21351637	+	ENSG00000099949	ENST00000215739	ENSP00000215739	LZTR1	17026	14977	Coding
chr22	21354065	21356485	21354168	21356200	-	ENSG00000184436	ENST00000399133	ENSP00000382084	THAP7	2420	2032	Coding
chr22	21356496	21364631	21364631	21364631	+	ENSG00000230513	ENST00000452284		THAP7-AS1	8135	0	Non-Coding
chr22	21362481	21368576	21368576	21368576	-	ENSG00000161149	ENST00000422086		TUBA3FP	6095	0	Non-Coding
chr22	21369315	21383119	21369463	21380906	+	ENSG00000099957	ENST00000413302	ENSP00000416193	P2RX6	13804	11443	Coding
chr22	21383006	21386847	21383343	21386101	-	ENSG00000099960	ENST00000382932	ENSP00000372390	SLC7A4	3841	2758	Coding
chr22	21388464	21388561	21388561	21388561	-	ENSG00000207575	ENST00000384843		Mir_649	97	0	Non-Coding
chr22	21396679	21398538	21398538	21398538	-	ENSG00000206145	ENST00000382931		P2RX6P	1859	0	Non-Coding
chr22	21400248	21418457	21418457	21418457	+	ENSG00000187905	ENST00000497328		LOC400891	18209	0	Non-Coding
chr22	21457304	21476073	21476073	21476073	+	ENSG00000169668	ENST00000461808		BCRP2	18769	0	Non-Coding
chr22	21468895	21478740	21478740	21478740	-	ENSG00000197210	ENST00000420508		AL117485	9845	0	Non-Coding
chr22	21477049	21482046	21480536	21481925	-	ENSG00000239511	ENST00000419447	ENSP00000410855	POM121L7	4997	1389	Coding
chr22	21522046	21546445	21546445	21546445	+	ENSG00000215498	ENST00000451257		BC039313	24399	0	Non-Coding
chr22	21562261	21579843	21562426	21579843	-	ENSG00000133475	ENST00000405188	ENSP00000385601	GGT2	17582	17417	Coding
chr22	21637169	21638450	21638450	21638450	+	ENSG00000229266	ENST00000417732		POM121L7	1281	0	Non-Coding
chr22	21645048	21648875	21648875	21648875	-	ENSG00000169662	ENST00000510112		AX748067	3827	0	Non-Coding
chr22	21737662	21743446	21738147	21743067	+	ENSG00000196934	ENST00000434111	ENSP00000407925	RIMBP3C	5784	4920	Coding
chr22	21743479	21743780	21743780	21743780	+	ENSG00000200057	ENST00000363187		7SK	301	0	Non-Coding
chr22	21771692	21805752	21797120	21801032	+	ENSG00000169635	ENST00000407464	ENSP00000385319	HIC2	34060	3912	Coding
chr22	21821679	21825558	21825558	21825558	+	ENSG00000206140	ENST00000449424		TMEM191C	3879	0	Non-Coding
chr22	21827347	21871822	21871822	21871822	-	ENSG00000183506	ENST00000360806		PI4KAP2	44475	0	Non-Coding
chr22	21899632	21899933	21899933	21899933	-	ENSG00000222352	ENST00000410420		7SK	301	0	Non-Coding
chr22	21899966	21905750	21900345	21905265	-	ENSG00000183246	ENST00000433039	ENSP00000390630	RIMBP3C	5784	4920	Coding
chr22	21921835	21978323	21922033	21975958	+	ENSG00000185651	ENST00000342192	ENSP00000344259	UBE2L3	56488	53925	Coding
chr22	21982377	21984353	21982706	21984303	-	ENSG00000161179	ENST00000292778	ENSP00000292778	YDJC	1976	1597	Coding
chr22	21987017	21991616	21987470	21991359	+	ENSG00000161180	ENST00000292779	ENSP00000292779	CCDC116	4599	3889	Coding
chr22	21996549	21998587	21996625	21998464	+	ENSG00000128228	ENST00000248958	ENSP00000248958	SDF2L1	2038	1839	Coding
chr22	22007269	22007347	22007347	22007347	+	ENSG00000212102	ENST00000390813		MIR301B	78	0	Non-Coding
chr22	22007592	22007674	22007674	22007674	+	ENSG00000207751	ENST00000385018		MIR130B	82	0	Non-Coding
chr22	22020297	22054304	22020388	22049779	+	ENSG00000100023	ENST00000335025	ENSP00000334553	PPIL2	34007	29391	Coding
chr22	22051832	22090123	22055417	22065033	-	ENSG00000100027	ENST00000339468	ENSP00000342832	YPEL1	38291	9616	Coding
chr22	22108788	22221919	22123492	22221730	-	ENSG00000100030	ENST00000215832	ENSP00000215832	MAPK1	113131	98238	Coding
chr22	22273792	22307209	22277464	22300420	-	ENSG00000100034	ENST00000263212	ENSP00000263212	PPM1F	33417	22956	Coding
chr22	22311396	22337213	22311485	22330081	-	ENSG00000100038	ENST00000357179	ENSP00000349705	TOP3B	25817	18596	Coding
chr22	22345496	22398332	22398332	22398332	-	ENSG00000197549	ENST00000337471		AK131325	52836	0	Non-Coding
chr22	22380473	22380991	22380991	22380991	+	ENSG00000253239	ENST00000523272		BC089413	518	0	Non-Coding
chr22	22599086	22599927	22599225	22599749	+	ENSG00000169575	ENST00000403807	ENSP00000385361	VPREB1	841	524	Coding
chr22	22657588	22677203	22677203	22677203	+	ENSG00000236850	ENST00000426066		abParts	19615	0	Non-Coding
chr22	22657588	22664766	22664766	22664766	+	ENSG00000272779	ENST00000413293		LOC96610	7178	0	Non-Coding
chr22	22838773	22863505	22842091	22843723	-	ENSG00000198477	ENST00000360412	ENSP00000353586	ZNF280B	24732	1632	Coding
chr22	22868059	22874613	22868325	22869954	-	ENSG00000169548	ENST00000302097	ENSP00000302855	ZNF280A	6554	1629	Coding
chr22	22890122	22901768	22901768	22901768	-	ENSG00000185686	ENST00000492657		PRAME	11646	0	Non-Coding
chr22	22901749	22909007	22901774	22906221	+	ENSG00000220891	ENST00000407120	ENSP00000383978	LOC648691	7258	4447	Coding
chr22	22981647	22986944	22986944	22986944	-	ENSG00000183169	ENST00000402027		POM121L1P	5297	0	Non-Coding
chr22	22988779	22990368	22990368	22990368	+	ENSG00000100121	ENST00000417145		GGTLC2	1589	0	Non-Coding
chr22	23165269	23165365	23165365	23165365	+	ENSG00000207836	ENST00000385101		MIR650	96	0	Non-Coding
chr22	23229959	23238287	23230233	23237874	+	ENSG00000254709	ENST00000532223	ENSP00000436353	IGLL5	8328	7641	Coding
chr22	23237554	23238014	23237554	23237874	+	ENSG00000211675	ENST00000390321	ENSP00000374855	DQ575049	460	320	Coding
chr22	23401592	23484280	23401639	23482607	-	ENSG00000100218	ENST00000216036	ENSP00000216036	RTDR1	82688	80968	Coding
chr22	23412539	23467224	23437882	23465618	+	ENSG00000128266	ENST00000248996	ENSP00000248996	GNAZ	54685	27736	Coding
chr22	23487512	23506537	23487552	23503751	+	ENSG00000100228	ENST00000263116	ENSP00000263116	RAB36	19025	16199	Coding
chr22	23522396	23660224	23523147	23657709	+	ENSG00000186716	ENST00000305877	ENSP00000303507	BCR	137828	134562	Coding
chr22	23605322	23606541	23606541	23606541	+	ENSG00000230701	ENST00000426721		FBXW4P1	1219	0	Non-Coding
chr22	23701796	23724313	23724313	23724313	-	ENSG00000215478	ENST00000542510		CES5AP1	22517	0	Non-Coding
chr22	23732792	23744913	23744913	23744913	-	ENSG00000133519	ENST00000433168		ZDHHC8P1	12121	0	Non-Coding
chr22	23804272	23829167	23829167	23829167	-	ENSG00000178248	ENST00000320372		LOC388882	24895	0	Non-Coding
chr22	23915311	23922495	23915452	23922377	-	ENSG00000128322	ENST00000330377	ENSP00000329312	IGLL1	7184	6925	Coding
chr22	23950638	23974508	23950950	23974210	-	ENSG00000189269	ENST00000317749	ENSP00000316137	C22orf43	23870	23260	Coding
chr22	23980673	24059543	24059543	24059543	-	ENSG00000228315	ENST00000422506		GUSBP11	78870	0	Non-Coding
chr22	23995355	24059534	24059534	24059534	-	ENSG00000273000	ENST00000421064		GUSBP11	64179	0	Non-Coding
chr22	24030322	24041363	24034217	24038855	+	ENSG00000159496	ENST00000441897	ENSP00000396252	RGL4	11041	4638	Coding
chr22	24083768	24093279	24085986	24087327	-	ENSG00000187792	ENST00000341976	ENSP00000339314	ZNF70	9511	1341	Coding
chr22	24094929	24096655	24095062	24096550	-	ENSG00000128218	ENST00000248948	ENSP00000248948	VPREB3	1726	1488	Coding
chr22	24105207	24108048	24108048	24108048	+	ENSG00000169314	ENST00000477921		C22orf15	2841	0	Non-Coding
chr22	24108020	24110630	24108193	24110061	-	ENSG00000250479	ENST00000484558	ENSP00000418428	CHCHD10	2610	1868	Coding
chr22	24115005	24126503	24115057	24125731	+	ENSG00000099953	ENST00000215743	ENSP00000215743	MMP11	11498	10674	Coding
chr22	24129149	24176703	24129356	24176367	+	ENSG00000099956	ENST00000344921	ENSP00000340883	SMARCB1	47554	47011	Coding
chr22	24176689	24181315	24181315	24181315	-	ENSG00000099958	ENST00000290730		DERL3	4626	0	Non-Coding
chr22	24198889	24228496	24199157	24227036	+	ENSG00000133460	ENST00000345044	ENSP00000342542	SLC2A11	29607	27879	Coding
